brand,name,price,nam_sx,origin,type_car,km_traveled,gear,condition,fuel
Ford,Ford Everest Limited 2011,375 triệu,Năm SX 2011,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0L AT 4WD 2019,898 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger 2020,620 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 22.500 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2L 4x2 MT 2015,380 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 60.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2 4x2 AT 2017,480 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 22.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger 2022,630 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 93.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger Raptor 2022,985 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 48.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2L 4x2 MT 2015,380 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 68.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0 AT 4x2 2023,1 tỉ 299 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 58.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger Raptor 2.0L AT 4x4 2023,1 tỉ 299 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 73.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 4x4 at 2023,979 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 48.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Territory Titanium X 2023,954 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford F 150 2018,6 tỉ 350 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 14.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger 2015,398 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 48.800 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger Wildtrak 2.0L 4x2 AT 2020,738 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0L AT 4WD 2019,918 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 01 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XL 2.0L 4x4 MT 2023,669 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 100.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger Wildtrak 2.0L 4x2 AT 2020,618 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 22.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest 2.5 AT 2014,480 triệu,Năm SX 2014,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2L 4x2 MT 2019,485 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 50.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Territory 1.5L Titanium 2023,909 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Ranger Raptor 2.0L AT 4x4 2023,1 tỉ 299 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 11.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.0L 4x2 AT 2023,707 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Everest 2.0L ST5 6AT 2WD Sport 2022,1 tỉ 090 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Territory 1.5L Titanium 2022,819 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0 AT 4x2 2021,935 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2 4x2 AT 2020,565 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.0L 4x2 AT 2023,707 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 47.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Mondeo 2012,240 triệu,Năm SX 2012,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 80.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger Raptor 2.0L AT 4x4 2023,1 tỉ 306 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 2.0l 4x4 at 2023,979 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Explorer 2.3L Ecoboost 2016,850 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Transit SVP (bản trung) 2023,849 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 40.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger 2021,588 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest 2008,248 triệu,Năm SX 2008,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 68.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XL 2.2 4x4 MT 2023,669 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 110.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 4x4 at 2023,979 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 65 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Territory 1.5L Trend 2023,822 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 71.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Territory Titanium X 2023,954 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Territory 1.5L Titanium 2023,909 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 9.999 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Ranger Raptor 2022,1 tỉ 020 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0L AT 4WD 2019,925 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 59.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 4x4 at 2023,979 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 4x4 at 2023,979 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Minibus,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger 2023,1 tỉ 299 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Territory Titanium X 2023,954 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 52.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Ranger wildtrak 4x4 at 2023,979 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Minibus,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2 4x2 AT 2020,568 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 58.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Escape 2014,290 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 49.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger wildtrak 4x4 at 2023,868 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger Wildtrak 3.2 4x4 AT 2015,550 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Focus Trend 2019,458 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 72.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Transit MID (Tiêu chuẩn) 2016,505 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 38.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Transit MID (Tiêu chuẩn) 2016,505 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger 2022,560 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 28.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Transit tiêu chuẩn 2023,849 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 44.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Everest Ambiente 2.0 AT 4x2 2023,1 tỉ 099 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 23.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Territory 1.5L Titanium 2023,909 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Transit 2023,849 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 39.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger Wildtrak 3.2 4x4 AT 2015,536 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 25.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger Wildtrak 3.2 4x4 AT 2016,565 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 74.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2 4x2 AT 2019,528 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 52.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2 4x2 AT 2020,565 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 34.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Territory Titanium X 2023,954 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 82.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Ford,Ford Transit 2023,849 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 61.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Everest 2.0L ST5 6AT 2WD Sport 2023,1 tỉ 178 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 48.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.0L 4x2 AT 2023,707 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 39.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 2.0l 4x4 at 2020,745 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 118.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Fiesta Titanium 1.0 AT EcoBoost 2016,350 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 59.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2 4x2 AT 2017,508 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 39.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Focus 1.8L 2010,177 triệu,Năm SX 2010,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 92.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0L AT 4WD 2019,950 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 61.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0 AT 4x2 2019,840 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 82.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLT 2.2 4X4 MT 2015,430 triệu,Năm SX 2015,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 38.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0L AT 4WD 2022,1 tỉ 399 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 58.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger Wildtrak 3.2 4x4 AT 2016,519 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Minibus,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford EcoSport Titanium 1.5L AT 2017,365 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 56.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2 4x2 AT 2015,400 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 56.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger Wildtrak 3.2 4x4 AT 2017,650 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.0L 4x2 AT 2022,630 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 6.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger 2021,620 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford EcoSport Titanium 1.5L AT 2019,445 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger wildtrak 2.0l 4x4 at 2018,630 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 01 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0L AT 4WD 2019,850 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Focus Trend 2014,312 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 9.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0 AT 4x2 2022,999 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 84.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0L AT 4WD 2023,1 tỉ 468 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Van/Minivan,Km đã đi 150.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0 AT 4x2 2023,1 tỉ 299 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Transit 2023,849 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 80.000 km,Hộp số Số tay,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Fiesta Titanium 1.0 AT EcoBoost 2016,350 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 56.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2 4x2 AT 2016,435 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger Wildtrak 2.0l bi-turbo 4x4 10 AT 2021,750 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 85.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford EcoSport Titanium 1.0L AT 2020,530 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 180.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Explorer 2.3L Ecoboost 2022,2 tỉ 150 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 130.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger 2021,538 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0 AT 4x2 2022,1 tỉ 025 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 17.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger wildtrak 4x4 at 2022,739 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 23.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford EcoSport Titanium 1.0L AT 2020,470 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 85.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0L AT 4WD 2021,1 tỉ 030 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2L 4x2 MT 2018,460 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 37.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger wildtrak 2.0l 4x4 at 2020,738 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 12.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Everest 2019,939 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 65.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Transit tiêu chuẩn 2016,505 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 50.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Focus 2019,445 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 140.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger Wildtrak 2.0L 4x2 AT 2020,738 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 140.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2L 4x2 MT 2020,528 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 16.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Transit 2016,498 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger XLS 2.2L 4x2 MT 2020,525 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 15.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Everest Titanium 2.0L AT 4WD 2018,899 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 105.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger Wildtrak 3.2 4x4 AT 2016,550 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2 4x2 AT 2020,565 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 30.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLS 2.2 4x2 AT 2017,488 triệu,Năm SX 2017,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford Ranger XLT 2.0 4x4 AT 2023,830 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Ford,Ford Everest Titanium 2.0L AT 4WD 2021,1 tỉ 056 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Bán Tải,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Ford,Ford EcoSport Titanium 1.5L AT 2020,495 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Bán Tải,Km đã đi 75.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford EcoSport Titanium 1.5L AT 2018,435 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Ford,Ford Ranger wildtrak 2.0l 4x4 at 2018,638 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
