brand,name,price,nam_sx,origin,type_car,km_traveled,gear,condition,fuel
Huyndai,Kia Morning 2017,3xx triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 399 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2018,2xx triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 2.300 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Click 2008,158 triệu,Năm SX 2008,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Getz 2008,150 triệu,Năm SX 2008,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 81.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 2016,280 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 115.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2021,750 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 46.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Accent 2019,300 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 52.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2.0 Đặc biệt 2018,628 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2020,715 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 420.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Starex 2.4 MT 2004,105 triệu,Năm SX 2004,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 Sedan 1.2 AT 2022,385 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 4.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Kona 2.0 AT Đặc biệt 2019,525 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 14.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2.0 Đặc biệt 2018,639 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 97.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Stargazer 1.5 AT Đặc biệt 2022,515 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Van/Minivan,Km đã đi 62.500 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Huyndai,Hyundai Santa Fe 2.4L Xăng đặc biệt 2015,595 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 51.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai i30 CW 1.6 AT 2009,275 triệu,Năm SX 2009,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2.4L Xăng đặc biệt 2018,715 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2.4L Xăng cao cấp 2021,930 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Mighty 2023,175 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 5.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Universe 2007,880 triệu,Năm SX 2007,Xuất xứ Trong nước,Kiểu dáng Crossover,Km đã đi 20.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Grand i10 Hatchback 1.2 AT 2021,360 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Accent 1.4 AT đặc biệt 2019,410 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 86.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2.0 Đặc biệt 2018,645 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 25.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Tucson 2.0 Tiêu chuẩn 2014,460 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 60.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Santa Fe 2.4L Xăng đặc biệt 2016,615 triệu,Năm SX 2016,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 120.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Huyndai,Hyundai Verna 2009,199 triệu,Năm SX 2009,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Accord 2008,375 triệu,Năm SX 2008,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 95.689 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 2.0 AT 2015,505 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City 1.5 TOP CVT 2017,390 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 130.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.8 AT 2012,320 triệu,Năm SX 2012,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 29.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 G 2018,690 triệu,Năm SX 2018,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Brio RS 2019,365 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City RS 2022,535 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 22.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City 1.5 L 2021,475 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 66.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2019,785 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 89.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda HR-V L 2023,850 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda Civic 1.5 Turbo RS 2022,770 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 33.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda BR-V 2023,661 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 49.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda HR-V 2023,699 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda City 2013,299 triệu,Năm SX 2013,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City 1.5 TOP CVT 2020,450 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2022,885 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 148.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2018,759 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 22.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 2.4 AT 2015,590 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 123.456 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V L AWD 2024,1 tỉ 310 triệu,Năm SX 2024,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 4.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda CR-V L AWD 2024,1 tỉ 310 triệu,Năm SX 2024,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 45.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda City RS 2023,571 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda City 1.5 L 2023,549 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 100.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda BR-V 2023,661 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 86.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda CR-V 2.4L TG 2017,635 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 2.4L TG 2017,635 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 15.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 2011,305 triệu,Năm SX 2011,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 15.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.5 Turbo RS 2020,650 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 2.4 AT 2013,439 triệu,Năm SX 2013,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.5 Turbo RS 2021,750 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 60.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2020,855 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 44.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2021,859 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 69.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 G 2023,1 tỉ 109 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda Civic 2.0 AT 2007,199 triệu,Năm SX 2007,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 40 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 2.4 AT 2013,469 triệu,Năm SX 2013,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 57.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.5 G 2020,605 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 130.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.5 Turbo RS 2022,720 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Hatchback,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.5 Turbo RS 2021,710 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 11.500 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 2009,185 triệu,Năm SX 2009,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 35.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Jazz 2018,405 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 41.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City 1.5 TOP CVT 2019,420 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 24.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 G 2023,1 tỉ 048 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 10.500 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda HR-V 2023,699 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda City 1.5 G 2023,559 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 32.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2021,820 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 51.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 1.5 RS 2019,599 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 49.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2021,875 triệu,Năm SX 2021,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 55.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City 1.5 TOP CVT 2020,440 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 120.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2019,819 triệu,Năm SX 2019,Xuất xứ Nhập khẩu,Kiểu dáng Crossover,Km đã đi 10.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Civic 2.0 AT 2014,385 triệu,Năm SX 2014,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 86.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Brio RS 2020,379 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City 1.5 L 2023,535 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda Brio RS 2020,380 triệu,Năm SX 2020,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 57.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 G 2020,800 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda City RS 2023,545 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 6.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda CR-V 1.5 L 2022,895 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Honda,Honda HR-V RS 2023,850 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda Accord 1.5 Turbo 2022,1 tỉ 319 triệu,Năm SX 2022,Xuất xứ Nhập khẩu,Kiểu dáng Sedan,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Honda,Honda HR-V L 2023,698 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 68.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Sonet 1.5 Premium 2022,575 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 16.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Carnival 2.2D Signature 2023,1 tỉ 419 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 38.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Carnival 2.2D Signature 2022,1 tỉ 335 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Seltos 1.6 Deluxe 2023,599 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia K3 1.6 Luxury 2023,585 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 100.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia K3 1.6 Premium 2023,619 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Cerato 2.0 AT Premium 2019,520 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 51.689 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Cerato 2.0 AT Premium 2020,540 triệu,Năm SX 2020,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 67.899 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Sorento 2WD 2.2 DATH 2017,630 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 70.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Kia,Kia Carnival 2.2D Signature 2023,1 tỉ 209 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 29.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Kia,Kia Rondo Si 1.7 CRDi AT 2015,376 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 90.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Kia,Kia Carnival 2.2D Luxury 2023,1 tỉ 209 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 85.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Kia,Kia Optima 2.0 AT 2018,515 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 1.700 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Morning Si 1.25 AT 2016,275 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 74.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Cerato 2.0 AT Premium 2019,485 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 72.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Cerato 2.0 AT Premium 2021,535 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 16.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Morning Si 1.25 MT 2015,180 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 83.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Seltos 1.6 Premium 2023,684 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 53.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Sportage 2.0G Signature 2023,939 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 50.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Rio 2016,345 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Seltos 1.4 Luxury 2022,590 triệu,Năm SX 2022,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 40.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Sorento 2WD 2.2 DATH 2017,638 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 12.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Kia,Kia Sorento 2WD 2.4 GAT 2015,495 triệu,Năm SX 2015,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 80.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Carnival 2.2D Premium 2023,1 tỉ 299 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 2.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Kia,Kia Carnival 2.2D Luxury 2023,1 tỉ 219 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Kia,Kia Carnival 2.2D Signature 2023,1 tỉ 429 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 20.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Diesel
Kia,Kia Sportage 1.6 T Signature AWD 2023,1 tỉ 014 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 33.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Mazda CX-30 2.0L Luxury 2023,664 triệu,Năm SX 2023,Xuất xứ Nhập khẩu,Kiểu dáng SUV,Km đã đi 30.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Mazda CX-5 2.0l deluxe 2023,749 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 28.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Soluto AT Deluxe 2021,385 triệu,Năm SX 2021,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 25.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Morning Si 1.25 MT 2017,220 triệu,Năm SX 2017,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 12.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Carens 1.4L Turbo Premium 2023,725 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng Hatchback,Km đã đi 17.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Sorento 2019,699 triệu,Năm SX 2019,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 16.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Diesel
Kia,Kia K5 2.0 Premium 2023,904 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 8.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia Morning Si 1.25 AT 2018,295 triệu,Năm SX 2018,Xuất xứ Trong nước,Kiểu dáng SUV,Km đã đi 69.000 km,Hộp số Số tự động,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Cerato 2016,340 triệu,Năm SX 2016,Xuất xứ Trong nước,Kiểu dáng Sedan,Km đã đi 79.000 km,Hộp số Số tay,Tình trạng Xe cũ,Nhiên liệu Xăng
Kia,Kia Sonet 1.5 Luxury 2023,549 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 58.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
Kia,Kia K3 2023,579 triệu,Năm SX 2023,Xuất xứ Trong nước,Kiểu dáng MPV,Km đã đi 130.000 km,Hộp số Số tự động,Tình trạng Xe mới,Nhiên liệu Xăng
